City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
338,Denpasar,ID,76.71,scattered clouds,-8.65,115.2167,OYO 3156 Hotel Warta 2
341,Nanchang,CN,83.16,moderate rain,28.6833,115.8833,Ruidu Hotel
344,Kajansi,UG,70.48,few clouds,0.2081,32.5222,"Gorilla's Nest Entebbe, Gorillaz Nest"
345,Flin Flon,CA,66.04,thunderstorm,54.7682,-101.865,Victoria Inn Flin Flon
346,Margate,GB,72.88,scattered clouds,51.3813,1.3862,Premier Inn Margate hotel
347,Hienghene,NC,72.99,light rain,-20.6833,164.9333,Ka Waboana Lodge
349,Oriximina,BR,85.75,overcast clouds,-1.7656,-55.8661,Pousada Tia Amélia
350,Riviere-Au-Renard,CA,68.02,overcast clouds,48.9957,-64.3971,Auberge Le Caribou
352,Neuquen,AR,65.46,few clouds,-38.9516,-68.0591,Hotel del Comahue
354,Loralai,PK,80.6,clear sky,30.3705,68.598,Saddam Hotel & Resturant
355,Nova Olinda Do Norte,BR,89.46,overcast clouds,-3.8881,-59.0942,Casa Juazeiro
356,Urucara,BR,82.67,broken clouds,-2.5364,-57.76,Pousada Maria Bonita
357,Hasaki,JP,75.6,overcast clouds,35.7333,140.8333,Inubosaki Kanko Hotel
358,Pocri,PA,82.69,overcast clouds,8.2667,-80.55,Residencial Aguadulce
361,Aksu,CN,76.62,clear sky,41.1231,80.2644,Pudong Holiday Hotel
362,Porto Novo,BJ,74.79,overcast clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
364,Gigmoto,PH,81.48,overcast clouds,13.7796,124.39,Cj's Travellers Inn
365,Harindanga,IN,83.3,overcast clouds,22.0383,88.3214,Hasanur Builders
369,Eydhafushi,MV,80.76,overcast clouds,5.1033,73.0708,Soneva Fushi
371,Buenavista,PH,75.52,overcast clouds,8.9769,125.4089,Room For Rent
373,Tulagi,SB,81.21,broken clouds,-9.0996,160.1476,Raiders Hotel & Dive
375,Mahebourg,MU,70.25,light rain,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
377,Kontagora,NG,75.69,overcast clouds,10.3999,5.4695,Queens Guest Inn
378,Dawson Creek,CA,73.26,few clouds,55.7666,-120.2362,Peace Villa Motel
379,Howard Springs,AU,66.11,overcast clouds,-12.497,131.047,buffalo beach hostel
382,Iwanai,JP,65.28,broken clouds,42.9744,140.5089,いわない高原ホテル
383,Bosaso,SO,88.18,overcast clouds,11.2842,49.1816,Red Sea Hotel
384,Damaturu,NG,74.71,overcast clouds,11.747,11.9608,"Hayas Guest Inn, Central Roundabout, Gujba Road"
387,Russkiy,RU,67.86,overcast clouds,43.0147,131.8642,"Baza Otdykha ""Renessans"""
388,Lethem,GY,85.14,overcast clouds,3.3803,-59.7968,Savannah Inn
390,Nowy Dwor Gdanski,PL,70.68,clear sky,54.2131,19.1177,Ranczo Ryki
391,Balabac,PH,81.12,broken clouds,7.9868,117.0645,Batalla’s Lodging House
393,San Quintin,MX,76.64,broken clouds,30.4833,-115.95,Don Eddie's Sport Fishing Center
397,Riedlingen,DE,67.93,moderate rain,48.1545,9.4756,Danuvius Ferienwohnung
399,Aktau,KZ,79.38,overcast clouds,43.65,51.2,Silk Way Hotel
400,Coruripe,BR,74.62,broken clouds,-10.1256,-36.1756,Pousada e Hotel Litoral Sul
403,Randazzo,IT,73.83,clear sky,37.8774,14.9501,Ai Tre Parchi Bed And Bike
405,Marsa Matruh,EG,77.41,clear sky,31.3525,27.2453,Beau Site
407,Comacchio,IT,84.2,clear sky,44.6975,12.1858,Locanda la Comacina
409,Bitung,ID,74.25,broken clouds,1.4451,125.1824,K2 Lembeh
411,Kishi,NG,74.93,overcast clouds,9.0833,3.85,New NCCF KISI
412,Shieli,KZ,88.54,clear sky,44.1667,66.75,Gostinitsa Aybek Shieli
413,Mbanza-Ngungu,CD,67.3,clear sky,-5.25,14.8667,Hotel Full Business
415,Ambon,ID,77.23,scattered clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
417,Anaconda,US,85.19,clear sky,46.1285,-112.9423,Trade Wind Motel
420,Geraldton,AU,66.61,broken clouds,-28.7667,114.6,Broadwater Mariner Resort
428,Kavaratti,IN,81.16,light rain,10.5669,72.642,Green leaf
429,Pontianak,ID,78.78,overcast clouds,-0.0333,109.3333,Aston Pontianak Hotel & Convention Center
430,Los Llanos De Aridane,ES,69.55,few clouds,28.6585,-17.9182,Valle Aridane
431,Vangaindrano,MG,65.91,light rain,-23.35,47.6,Hotel Fanilo
433,Stancuta,RO,75.02,broken clouds,44.9,27.8333,Fostul han devenit depozit
434,Campos,BR,75.25,clear sky,-21.75,-41.3,Palace Hotel - Campos dos Goytacazes
437,Tuntum,BR,83.12,few clouds,-5.2581,-44.6489,Casa da Dona Maria Lúcia
438,Kutum,SD,75.2,light rain,14.2,24.6667,Dibbo areaمنطقة دبو
439,Portland,US,89.53,clear sky,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
440,Nalchiti,BD,80.83,overcast clouds,22.6333,90.2833,Al Madina plazza
441,Dhuburi,IN,80.35,moderate rain,26.0333,89.9667,"Hotel Samrat, Dhubri"
443,Gwadar,PK,82.65,overcast clouds,25.1216,62.3254,Sadaf Resort
446,Imbituba,BR,66.09,clear sky,-28.24,-48.6703,Praia Hotel Imbituba
447,Miaoli,TW,83.95,broken clouds,24.5643,120.8237,Hsin Hsin Hotel
448,Acatzingo,MX,81.77,overcast clouds,18.9833,-97.7833,Acatzingo cultura y tradición
449,Namatanai,PG,77.85,overcast clouds,-3.6667,152.4333,Seagulls Inn Namatani
450,Kyaikto,MM,78.69,overcast clouds,17.3,97.0167,နီလာ တည်းခိုခန်း
452,Espinal,CO,87.39,overcast clouds,4.1492,-74.8843,Hotel Pacanaima Espinal
454,Camalu,MX,78.08,broken clouds,30.85,-116.0667,La Cueva del Pirata
455,Acapulco,MX,87.62,broken clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
456,Amuntai,ID,72.82,clear sky,-2.4177,115.2494,Hotel Balqis
458,Karratha,AU,66.43,clear sky,-20.7377,116.8463,ibis Styles Karratha
461,Vaitape,PF,77.74,clear sky,-16.5167,-151.75,Conrad Bora Bora Nui
462,Makakilo City,US,80.69,scattered clouds,21.3469,-158.0858,Marriott's Ko Olina Beach Club
463,Milkovo,RU,70.07,clear sky,54.7167,158.6167,"Hotel ""Geologist"""
465,Nishihara,JP,83.48,overcast clouds,26.1842,127.7558,Minshuku Agaihama
472,Indramayu,ID,76.86,clear sky,-6.3264,108.32,Grand Trisula Hotel
474,Tecoanapa,MX,86.63,overcast clouds,16.5167,-98.75,Hotel Manglares
475,Dakoro,NE,82.83,broken clouds,14.5106,6.765,Shagon mai liverpool
477,Barranca,PE,65.37,few clouds,-10.75,-77.7667,El Olivar Hospedaje
478,Jining,CN,69.69,broken clouds,35.405,116.5814,Yunhe Star Hotel
479,Sabirabad,AZ,77.63,clear sky,40.0095,48.4752,Mugan Park Hotel
480,Cap Malheureux,MU,66.47,light rain,-19.9842,57.6142,Pereybere Hotel & Spa
482,Teahupoo,PF,75.16,light rain,-17.8333,-149.2667,Vanira Lodge
483,Lhokseumawe,ID,76.41,overcast clouds,5.1801,97.1507,OYO 3278 Penginapan Alfajri
484,Dumbea,NC,74.98,overcast clouds,-22.15,166.45,Le gîte du Tour du Monde
490,Dingli,MT,79.81,clear sky,35.8614,14.3822,The Xara Palace Relais & Chateaux
491,Kulhudhuffushi,MV,80.08,moderate rain,6.6221,73.07,Haajy Guest House 1
492,Grand Gaube,MU,68.4,light rain,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
495,Japura,ID,73.29,overcast clouds,-0.3167,102.35,Rumah mbah Jamah
496,Karwar,IN,77.65,broken clouds,14.8,74.1333,Netalco Connects
498,Akyab,MM,81.57,overcast clouds,20.15,92.9,Hotel Memory
501,Williams Lake,CA,82.06,few clouds,52.1415,-122.1445,Stampeder Motel
503,Kirakira,SB,80.89,broken clouds,-10.4544,161.9205,SanBiz Lodge
504,Alexandria,EG,77.54,clear sky,31.2156,29.9553,Royal Crown Hotel
505,Bani Walid,LY,76.77,clear sky,31.7566,13.9942,منزل مفتاح محمد الزلبي
506,Camacha,PT,69.22,broken clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
509,Atasu,KZ,78.71,overcast clouds,48.6814,71.6433,Dostyk
510,Salinopolis,BR,78.87,scattered clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
511,Belmonte,BR,72.5,clear sky,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
513,Urumqi,CN,68.95,clear sky,43.801,87.6005,Hua Ling Grand Hotel Urumqi
517,Paka,MY,78.73,overcast clouds,4.6374,103.4368,RUMBIA RESORT VILLA Paka Terengganu
518,Bentiu,SS,72.32,overcast clouds,9.2333,29.8333,Mandela hôtel
519,Pimentel,PE,70.09,clear sky,-6.8367,-79.9342,Hotel Puerto del Sol
520,Dhulian,IN,84.6,overcast clouds,24.6833,87.9667,D.M BHABAN
521,Shubarkuduk,KZ,69.84,overcast clouds,49.1447,56.4872,Sirius
523,Mahibadhoo,MV,79.72,overcast clouds,3.7833,72.9667,Omadhoo Inn
524,Dongsheng,CN,68.88,clear sky,39.8161,109.9776,Crowne Plaza Ordos
525,Moundou,TD,71.85,light rain,8.5667,16.0833,Planete Life
527,Barpali,IN,77.14,overcast clouds,21.2,83.5833,GREEN HOUSE LODGE
528,Anna Paulowna,NL,71.04,overcast clouds,52.862,4.834,Boerderij de Waard
529,Presidencia Roque Saenz Pena,AR,80.42,few clouds,-26.7852,-60.4388,Hotel Gualok
530,Matagami,CA,73.51,clear sky,49.7502,-77.6328,Motel Le Caribou
531,Alta Gracia,AR,75.88,few clouds,-31.6529,-64.4283,Hotel Ritz
532,Mahon,ES,81.16,clear sky,39.8885,4.2658,ARTIEM Capri
535,Gizo,SB,81.45,overcast clouds,-8.103,156.8419,Imagination Island
537,Banjar,ID,72.77,clear sky,-8.19,114.9675,The Hamsa Resort
538,Cayenne,GF,84.24,scattered clouds,4.9333,-52.3333,Hôtel Le Dronmi
540,Bac Lieu,VN,79.34,overcast clouds,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
545,Gucheng,CN,71.83,clear sky,35.9115,111.3192,古城宾馆
547,San Andres,CO,86.02,broken clouds,12.5847,-81.7006,Hotel Arena Blanca
549,Itoman,JP,84.22,overcast clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
552,Fukue,JP,80.91,light rain,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
554,Syracuse,IT,80.19,clear sky,37.0881,15.2792,Hotel Posta
555,Nouadhibou,MR,69.78,scattered clouds,20.931,-17.0347,El Medina
556,Senneterre,CA,72.46,overcast clouds,48.3835,-77.2328,Motel Senabi
558,Muisne,EC,75.2,overcast clouds,0.6,-80.0333,Quinta Samay
561,Ilyich,KZ,78.01,clear sky,40.8464,68.5067,Aul Madeniyet
562,Lepe,ES,83.1,clear sky,37.2548,-7.2043,Hotel La Barca
564,Palora,EC,77.11,overcast clouds,-1.7,-77.9333,Rancho grande
565,Naze,JP,79.72,broken clouds,28.3667,129.4833,Shishime Hotel
567,Waddan,LY,82.02,clear sky,29.1614,16.139,محل الشريف محمد العايب
574,Vilhena,BR,86.22,clear sky,-12.7406,-60.1458,Hotel Mirage
576,Baiao,BR,84.09,broken clouds,-2.7906,-49.6717,Município de Baião
579,Nykoping,SE,67.86,clear sky,58.753,17.0079,Clarion Collection Hotel Kompaniet
580,Bahadurganj,IN,79.14,light rain,26.2667,87.8167,Usmania Cottage
581,Bellevue,US,87.39,clear sky,47.6104,-122.2007,The Westin Bellevue
583,Joaima,BR,73.54,broken clouds,-16.6542,-41.0306,Pousada LAZO
584,Caldas Novas,BR,73.76,few clouds,-17.7417,-48.625,Best Western Suites Le Jardin Caldas Novas
585,Rockford,US,84.29,scattered clouds,42.2711,-89.094,City Plaza Suites
586,High Prairie,CA,73.98,broken clouds,55.4334,-116.4858,Royal Star Motor Inn
